id,name,address,category,naver_category,new_cuisine_type,new_main_category
22,는(neun),"서울특별시 중구 청구로4길 19, 1층 101호 (신당동)",기타,,기타,RESTAURANT
67,LIKETHIZ 1601(라이크디즈 1601),"서울특별시 중구 서소문로 116, 유원빌딩 16층층 1601호,1602호 (서소문동)",기타,"문화,예술>전시관",기타,RESTAURANT
108,연락,"서울특별시 중구 수표로2길 23, 1층 (충무로3가)",기타,"여행,명소>유적지,사적지",기타,RESTAURANT
109,이끼,"서울특별시 중구 다산로29길 30, 1층 (신당동)",기타,"음식점>카페,디저트",카페,CAFE
139,머곰(meogom),"서울특별시 중구 다산로 85, 지1층 (신당동)",기타,,기타,RESTAURANT
157,낫파운드모어,"서울특별시 중구 퇴계로87길 43-21, 2층 (황학동)",기타,,기타,RESTAURANT
187,리틀베케이션(Little vacation),"서울특별시 중구 을지로1길 15, 서광빌딩 1층 (을지로1가)",기타,"카페,디저트>카페",카페,CAFE
572,청개구리,"서울특별시 중구 필동로 7 (필동2가,(지상1층))",기타,"술집>맥주,호프",술집/바,PUB
836,진사댁,"서울특별시 중구 명동길 30-1, 3층 (명동2가)",기타,한식>한정식,한식,RESTAURANT
919,본연,"서울특별시 마포구 동교로 71-1, 승연빌딩 1층 (망원동)",기타,"음식점>카페,디저트",카페,CAFE
866,수,"서울특별시 중구 퇴계로86길 18 (신당동,(지하1층))",기타,중식>중식당,중식,RESTAURANT
968,꾸찌꾸찌,"서울특별시 중구 청파로 464 (중림동,외4필지(지상1층113호))",기타,"술집>맥주,호프",술집/바,PUB
1011,볼,"서울특별시 중구 을지로12길 29, 4층 (초동)",기타,"문화,예술>복합문화공간",기타,RESTAURANT
1014,초앙,"서울특별시 중구 수표로10길 14, 3층 (저동2가)",기타,술집>바(BAR),술집/바,PUB
1078,만리향,"서울특별시 중구 마른내로6길 15, 3층 (인현동2가)",기타,중식>중식당,중식,RESTAURANT
1026,오늘,"서울특별시 중구 을지로33길 14, 2층 (주교동)",기타,양식>샌드위치,패스트푸드,RESTAURANT
1281,홍밀밀,"서울특별시 중구 명동길 74 (명동2가, 지하1층)",기타,"카페,디저트>카페",카페,CAFE
1416,사마르칸트,"서울특별시 중구 마른내로 159-21 (광희동1가,(지상1층))",기타,음식점>양식,양식,RESTAURANT
1417,살로스(ZALUUS),"서울특별시 중구 을지로44길 12 (광희동1가,(지상3층301호))",기타,,기타,RESTAURANT
1443,라따블,"서울특별시 중구 남대문로 78 (명동1가,외8필지(지상18층))",기타,음식점>양식,양식,RESTAURANT
1556,버들이야기,"서울특별시 중구 중림로 10 (중림동,상가2(지상1층 103-1호))",기타,"술집>맥주,호프",술집/바,PUB
1674,무학,"서울특별시 중구 왕십리로 399 (신당동,(지상1층))",기타,"한식>육류,고기요리",고기/구이,RESTAURANT
1720,야나기,"서울특별시 중구 청파로 464 (중림동,204호(지상2층))",기타,패션>여성의류,기타,RESTAURANT
1732,뉴욕 브리토,"서울특별시 중구 장충단로 263, 9층 (을지로6가, 밀리오레 9층)",기타,,기타,RESTAURANT
1779,파워우먼,"서울특별시 중구 을지로44길 12 (광희동1가,(지상2층))",기타,,기타,RESTAURANT
1789,서울,"서울특별시 중구 을지로 82 (을지로2가,(지하1층))",기타,숙박>호텔,기타,RESTAURANT
1898,느낌,"서울특별시 중구 퇴계로 428-5, 1층 (신당동)",기타,"쇼핑,유통>트로피,상패",기타,RESTAURANT
1969,이리로,"서울특별시 중구 필동로1길 7, 1층 (필동3가)",기타,"음식점>카페,디저트",카페,CAFE
1977,촙촙,"서울특별시 중구 수표로 46, 2층 (저동2가)",기타,음식점>베트남음식,아시아음식,RESTAURANT
2034,화이트 브릭 야드 (WHITE BRICK YARD),"서울특별시 중구 퇴계로80길 51-6, 1층 (신당동)",기타,"음식점>카페,디저트",카페,CAFE
2124,메가박스 동대문,"서울특별시 중구 장충단로 247, 9층 (을지로6가, 굿모닝시티 9층 901-01호)",기타,"문화,예술>영화관",기타,RESTAURANT
2215,디씨씨,"서울특별시 중구 서소문로 115 (서소문동, 한산빌딩 105호)",기타,"음식점>카페,디저트",카페,CAFE
2253,키라키라윤,"서울특별시 중구 다산로39길 20, 1층 (무학동)",기타,술집>이자카야,술집/바,PUB
2266,아이매뉴얼(i-manual),"서울특별시 중구 퇴계로 36, 삼선빌딩 로비층 205호 (남창동)",기타,"음식점>카페,디저트",카페,CAFE
2272,라온,"서울특별시 중구 을지로 238, 지하1층 (을지로6가)",기타,"한식>육류,고기요리",고기/구이,RESTAURANT
2316,동대문스피릿,"서울특별시 중구 을지로 281, 동대문디자인플라자 살림터 1층 D-8 (을지로7가)",기타,,기타,RESTAURANT
2324,루이스의 사물들,"서울특별시 중구 청계천로 172-1, 3층 (주교동)",기타,,기타,RESTAURANT
2355,평평,"서울특별시 종로구 율곡로 245-1, 1층 (충신동)",기타,"카페,디저트>카페",카페,CAFE
2364,요아케(Yoake),"서울특별시 중구 퇴계로74길 9 (무학동,(1층))",기타,음식점>일식>일본식라면,일식,RESTAURANT
2380,버터힐(Butterhill),"서울특별시 중구 동호로17길 271, 1층 (신당동)",기타,"카페,디저트>베이커리",아시아음식,RESTAURANT
2430,Hi Cha Da,"서울특별시 중구 동호로 186-13, 1,2층 (신당동)",기타,,기타,RESTAURANT
2451,탄더르(tandor),"서울특별시 중구 을지로42길 15, 1층 (광희동1가)",기타,,기타,RESTAURANT
2452,어쩌다농부,"서울특별시 중구 퇴계로27길 33, 1층 (충무로3가)",기타,음식점>양식,양식,RESTAURANT
2459,기원,"서울특별시 중구 을지로9길 14, 3층 304호 (수표동)",기타,술집>바(BAR),술집/바,PUB
2462,자야,"서울특별시 중구 충무로 42, 1층 (초동)",기타,"술집>맥주,호프",술집/바,PUB
2480,KOFFEE SNIFFER,"서울특별시 중구 세종대로16길 27, 남양빌딩 102호 (북창동)",기타,"음식점>카페,디저트",카페,CAFE
2505,프레쉬 엔지니어드 홍대점,"서울특별시 마포구 와우산로 116-1, 1층 (창전동)",기타,"도시락,컵밥>다이어트,샐러드",양식,RESTAURANT
2516,이에스씨플레이그라운드(ESCplayground),"서울특별시 마포구 와우산로21길 14, 서교빌딩 3층,4층 (서교동)",기타,,기타,RESTAURANT
2529,헬레나,"서울특별시 중구 수표로 16, 1층 (충무로3가)",기타,"쇼핑,유통>패션",기타,RESTAURANT
2543,(주)고래사 신세계백화점 본점,"서울특별시 중구 소공로 63, 신세계백화점건물 지1층 (충무로1가)",기타,,기타,RESTAURANT
2595,레빠리지엥명동점,서울특별시 중구 명동6길 6-1 (명동2가),기타,"음식점>카페,디저트",카페,CAFE
2599,미레이(Mirei),"서울특별시 중구 소공로6길 13, 지하1층 (회현동2가)",기타,"음식점>카페,디저트",카페,CAFE
2626,동대문 몽골 음식점,"서울특별시 중구 을지로42길 21 (광희동1가,지하1층)",기타,음식점>아시아음식,한식,RESTAURANT
2654,쌀베베 충무로점,"서울특별시 중구 충무로 14-1, 1층 (충무로3가)",기타,"카페,디저트>베이글",카페,CAFE
2655,(주)호텔롯데 룸서비스,"서울특별시 중구 을지로 30, 지하1층 (소공동, 호텔롯데)",기타,,기타,RESTAURANT
2693,302호,"서울특별시 중구 삼일대로12길 18, 3층 (을지로2가)",기타,술집>바(BAR),술집/바,PUB
2711,섬,"서울특별시 중구 퇴계로20길 26 (남산동2가, 2층 201호)",기타,"한식>해물,생선요리",해산물,RESTAURANT
2751,죠-지 서울(George Seoul),"서울특별시 중구 을지로12길 6, 한일빌딩 302호 (을지로3가)",기타,,기타,RESTAURANT
2789,별빛마루,"서울특별시 강북구 삼양로124길 14-1, 1층 (수유동)",기타,"음식점>카페,디저트",카페,CAFE
2790,레드망고,"서울특별시 중구 퇴계로76길 39 (무학동, 1층)",기타,"카페,디저트>아이스크림",디저트,CAFE
2811,을지 빈,"서울특별시 중구 을지로14길 21 (을지로3가, 2층)",기타,"카페,디저트>카페",카페,CAFE
2819,쓰리도어즈,"서울특별시 중구 삼일대로12길 21, 1층 105호 (수표동)",기타,,기타,RESTAURANT
2866,이코복스 연대세브란스점,"서울특별시 서대문구 연세로 50-1, 세브란스병원 장례식장 2층 (신촌동)",기타,,기타,RESTAURANT
2869,위드미 명동점,"서울특별시 중구 퇴계로14길 29, 그랜드필드 지하1층 (남산동1가)",기타,"생활,편의>편의점",기타,RESTAURANT
2873,사유의 서재 남산,"서울특별시 중구 퇴계로20길 13, 1,2층 (남산동2가)",기타,음식점>이탈리아음식,양식,RESTAURANT
2874,빨간우체통,"서울특별시 중구 충무로7길 7, 삼오빌딩 1층(101호) (을지로3가)",기타,"카페,디저트>카페",카페,CAFE
2880,나른,"서울특별시 중구 충무로9길 12 (을지로3가, 4층 401호)",기타,술집>와인,술집/바,PUB
3032,크럽,"서울특별시 중구 퇴계로74길 21-3 (무학동,외5필지(60번지 지상1층))",기타,"전문,기술서비스>광고,마케팅",기타,RESTAURANT
3071,THE EDGE,"서울특별시 중구 을지로12길 8 (을지로3가, 3층)",기타,술집>바(BAR),술집/바,PUB
3098,케이코쇼텐,"서울특별시 중구 퇴계로24길 12-1 (남산동3가, 1,2층)",기타,음식점>일식>카레,일식,RESTAURANT
3101,예화당,"서울특별시 중구 명동7길 22 (명동1가,(지상1,2층))",기타,,기타,RESTAURANT
3138,미야비,"서울특별시 중구 남대문로 117, 동아빌딩 지하1층 3호 (다동)",기타,"쇼핑,유통>우산,양산",기타,RESTAURANT
3168,운다라가(UNDARGA),"서울특별시 중구 다산로35길 18, 2층 (무학동)",기타,,기타,RESTAURANT
3173,수선화,"서울특별시 중구 충무로7길 17 (을지로3가, 4층)",기타,"카페,디저트>카페",카페,CAFE
3204,옥키,"서울특별시 중구 삼일대로4길 19 (충무로2가, 2층)",기타,갤러리카페,카페,CAFE
3235,플라시보,"서울특별시 중구 칠패로 27 (순화동, 포스코더샵 B105)",기타,"음식점>카페,디저트",카페,CAFE
3240,케이스타,"서울특별시 중구 소공로3길 28 (회현동1가, 1층)",기타,숙박>호텔,기타,RESTAURANT
3297,우쿠야 누죤점,"서울특별시 중구 퇴계로73길 54-35, 지하1층 (신당동)",기타,,기타,RESTAURANT
3341,더 스팟 패뷸러스,"서울특별시 중구 명동2길 22 (명동2가, 1층,2층)",기타,"음식점>카페,디저트",카페,CAFE
3428,더테이블 명동센트럴지점,"서울특별시 중구 명동9길 16 (명동1가, 명동센트럴빌딩 지하2층)",기타,,기타,RESTAURANT
3444,우왕,"서울특별시 중구 왕십리로 413 (신당동, 1층)",기타,"한식>곱창,막창,양",고기/구이,RESTAURANT
3471,도원22,"서울특별시 중구 마른내로 17 (저동2가, 2층)",기타,술집>바(BAR),술집/바,PUB
3481,지투호텔,"서울특별시 중구 수표로 24 (저동2가, 2층)",기타,숙박>호텔,기타,RESTAURANT
3489,레드망고 & 카카오그린,"서울특별시 중구 명동6길 5 (명동2가, 3층)",기타,,기타,RESTAURANT
3634,작은물,"서울특별시 중구 을지로16길 6 (을지로3가, 3층)",기타,"카페,디저트>카페",카페,CAFE
3689,히스(Heath),"서울특별시 강남구 언주로153길 10-4, 마르조26 1층 (신사동)",기타,"스포츠,오락>노래방",기타,RESTAURANT
3690,NYS,"서울특별시 중구 장충단로 203, 1층 (장충동1가)",기타,,기타,RESTAURANT
4004,오브(AUBE),"서울특별시 중구 퇴계로49길 6, 8층 (충무로5가)",기타,"카페,디저트>카페",카페,CAFE
3758,감각의 제국,"서울특별시 중구 충무로7길 19 (을지로3가, 4층)",기타,술집>요리주점,술집/바,PUB
3794,로즈가든,"서울특별시 중구 을지로 157, 대림상가 2층 가283호 (산림동)",기타,,기타,RESTAURANT
3804,콩코드 서울 Concorde Seoul,"서울특별시 중구 퇴계로36길 27, 2층 (필동2가)",기타,술집>바(BAR),술집/바,PUB
3813,테라스,"서울특별시 중구 명동4길 25, 포라리스 2층 (명동2가)",기타,"음식점>카페,디저트",카페,CAFE
3821,버터힐(butterhill),"서울특별시 중구 장충단로7길 21, 1층 (장충동2가)",기타,"카페,디저트>베이커리",아시아음식,RESTAURANT
3822,내로,"서울특별시 중구 마른내로 98, 3층 (예관동)",기타,술집>바(BAR),술집/바,PUB
3845,서울로 PH(SEOULLO PH),"서울특별시 중구 만리재로 211, 11층 (만리동1가)",기타,"음식점>카페,디저트",카페,CAFE
3885,객잔,"서울특별시 중구 다산로20길 17, 하나로빌딩 1층 (신당동)",기타,술집>바(BAR),술집/바,PUB
3920,피그먼츠,"서울특별시 중구 동호로 193, 1층 (신당동)",기타,"카페,디저트>베이커리",아시아음식,RESTAURANT
3922,서울로 PH II(SEOULLO PH II),"서울특별시 중구 만리재로 211, 12층 (만리동1가)",기타,,기타,RESTAURANT
3925,어반디아,"서울특별시 중구 퇴계로 458, 1,2층 102,103,201호 (신당동)",기타,"음식점>카페,디저트",카페,CAFE
3951,슈가플라이,"서울특별시 중구 서소문로11길 2, 301호 (서소문동)",기타,"음식점>카페,디저트",카페,CAFE
3964,피그먼츠 을지로입구점,"서울특별시 중구 을지로 51, 내외빌딩 1층 (을지로2가)",기타,"카페,디저트>베이커리",아시아음식,RESTAURANT
3975,우연히만나다 약수,"서울특별시 중구 다산로14길 28, 지하1층 (신당동)",기타,,기타,RESTAURANT
3978,술24 청계천4가점,"서울특별시 중구 청계천로 172, 1층 101호 (주교동)",기타,,기타,RESTAURANT
4013,20 어클락 모먼트,"서울특별시 중구 창경궁로5길 5, 2층 201호 (을지로4가)",기타,음식점>양식,양식,RESTAURANT
4028,플레이(Play),"서울특별시 중구 필동로 31, 2층 (필동3가)",기타,"음식점>카페,디저트",카페,CAFE
4035,주)히어로즈원롯데피트인동대문점,"서울특별시 중구 을지로 264, 롯데 FiTin 5층 (을지로6가)",기타,,기타,RESTAURANT
4082,담다,"서울특별시 마포구 동교로46길 12, 지1층 B01호 (연남동)",기타,"음식점>카페,디저트",카페,CAFE
4093,금뱀,"서울특별시 중구 퇴계로87길 43, 1층 (황학동)",기타,술집>요리주점,술집/바,PUB
4130,본투비블루(Born to be Blue),"서울특별시 중구 동호로 354, 1층 101,102호 (을지로5가)",기타,"음식점>카페,디저트",카페,CAFE
4138,무무(mu mu),"서울특별시 중구 다산로20길 7, 1층 (신당동)",기타,,기타,RESTAURANT
4140,대한다업,"서울특별시 중구 퇴계로 224, 2층 (필동2가)",기타,"카페,디저트>차",카페,CAFE
4148,투래잇 Too late,"서울특별시 마포구 어울마당로 21, 1층 101호 (합정동)",기타,,기타,RESTAURANT
4161,계영배,"서울특별시 중구 을지로27길 43, 2층 (주교동)",기타,술집>와인,술집/바,PUB
4177,르팍(le park),"서울특별시 중구 동호로12길 45, 1층 (신당동)",기타,,기타,RESTAURANT
4191,부스틴,"서울특별시 중구 통일로 10, 연세대학교 세브란스빌딩 지1층 19호 (남대문로5가)",기타,"카페,디저트>카페",카페,CAFE
4193,몬스터,"서울특별시 중구 을지로3길 30-5, 4층 (다동)",기타,"음식점>술집>맥주,호프",술집/바,PUB
4214,콘하스 디디피점,"서울특별시 중구 장충단로 215, 수생당한의원 1-4층 (광희동2가)",기타,,기타,RESTAURANT
4271,카닌(KANIN),"서울특별시 중구 동호로 223, 2층 (신당동)",기타,"음식점>카페,디저트",카페,CAFE
4361,네평반,"서울특별시 중구 수표로 35-1, 2층 (저동2가)",기타,음식점>아시아음식,한식,RESTAURANT
4363,적당,"서울특별시 중구 을지로 29, 더존을지타워 1층 (을지로1가)",기타,"음식점>카페,디저트",카페,CAFE
4393,삐삐에스그룹,"서울특별시 중구 퇴계로 382, 1층 (신당동)",기타,,기타,RESTAURANT
4410,호마카세,"서울특별시 중구 퇴계로51길 17-1, 2층 (충무로5가)",기타,,기타,RESTAURANT
4420,엔이프,"서울특별시 중구 남대문로 21-1, 2층 (남대문로3가)",기타,,기타,RESTAURANT
4426,도우큐먼트,"서울특별시 중구 수표로 13, 1층 102,103호 (충무로2가)",기타,음식점>피자,피자,RESTAURANT
4430,로지우라,"서울특별시 중구 퇴계로28길 18, 1층 (남학동)",기타,,기타,RESTAURANT
4433,장충동 비비,"서울특별시 중구 장충단로 177, 1층 (장충동1가)",기타,"술집>맥주,호프",술집/바,PUB
4446,보금보(VOKMVO),"서울특별시 중구 수표로2길 1, 4층 (충무로3가)",기타,,기타,RESTAURANT
4470,가배도 명동,"서울특별시 중구 퇴계로18길 10, 호경빌딩 1층 100호 (남산동1가)",기타,"음식점>카페,디저트>카페",카페,CAFE
4489,독주,"서울특별시 중구 퇴계로87길 23-16, 1층 101호 (황학동)",기타,"협회,단체>재단",해산물,RESTAURANT
4502,콘드에뻬뻬,"서울특별시 중구 장충단로8길 21, 1층 (장충동1가)",기타,음식점>양식,양식,RESTAURANT
4519,제이델링,"서울특별시 중구 다산로44길 86, 2층 (신당동)",기타,,기타,RESTAURANT
4530,사루,"서울특별시 중구 동호로12길 53, 1층 (신당동)",기타,"음식점>카페,디저트",카페,CAFE
4533,충푸,"서울특별시 중구 충무로2길 31-1, 1층 (충무로4가)",기타,중식>중식당,중식,RESTAURANT
4548,더몰트샵,"서울특별시 중구 남대문시장4길 9, D동 지하1층 공유116,117호 (남창동)",기타,"쇼핑,유통>주류",기타,RESTAURANT
4561,칠리 남대문점,"서울특별시 중구 퇴계로2길 9, 2층 (남창동)",기타,음식점>양식,양식,RESTAURANT
4564,세파쥬(cepage),"서울특별시 중구 다산로8길 21, 2층 (신당동)",기타,술집>와인,술집/바,PUB
4580,플로르(FLOR),"서울특별시 중구 퇴계로 235, B동 123호 (충무로4가, 남산 센트럴 자이)",기타,"음식점>카페,디저트",카페,CAFE
4613,구덴구덴,"서울특별시 중구 퇴계로8길 49-27, 지1층 (회현동1가)",기타,"음식점>카페,디저트",카페,CAFE
4625,돌담,"서울특별시 종로구 서순라길 71, 1층 (봉익동)",기타,"음식점>카페,디저트",카페,CAFE
4645,창가,"서울특별시 중구 만리재로 199, 2층 (만리동1가)",기타,음식점>양식,양식,RESTAURANT
4670,리빈(Livin.),"서울특별시 중구 다동길 23, 1,2층 (다동)",기타,술집>바(BAR),술집/바,PUB
4678,스윙,"서울특별시 중구 다산로 32, 상가6동 1층 104호 (신당동, 남산타운)",기타,"음식점>카페,디저트",카페,CAFE
4690,을지잔치,"서울특별시 중구 수표로 46-1, 2층 (저동2가)",기타,술집>요리주점,술집/바,PUB
4712,명동나비,"서울특별시 중구 삼일대로9길 8, 1,2층 (저동1가)",기타,"미용>네일아트,네일샵",기타,RESTAURANT
4715,마이쥬스 무교점,"서울특별시 중구 청계천로 24, 1층 104호 (다동)",기타,"카페,디저트>과일,주스전문점",카페,CAFE
4718,79파운야드 을지로3가점,"서울특별시 중구 삼일대로10길 36, 101호 (저동2가)",기타,"카페,디저트>베이커리",아시아음식,RESTAURANT
4721,428,"서울특별시 강남구 봉은사로 428, 호텔크레센도서울 지상1층 (삼성동)",기타,,기타,RESTAURANT
4723,선셋레코드2,"서울특별시 중구 을지로12길 11, 3층 (을지로3가)",기타,음식점>양식,양식,RESTAURANT
4738,크리스피프레시 광화문점,"서울특별시 중구 청계천로 24, 1층 102호 (다동)",기타,"도시락,컵밥>다이어트,샐러드",양식,RESTAURANT
4795,브루다 을지로3가점,"서울특별시 중구 수표로 40, 1,2층 (저동2가)",기타,"음식점>카페,디저트>카페",카페,CAFE
4811,Vodiy 워디(우즈베키스탄 음식점),"서울특별시 중구 을지로42길 27-2, 1층 (광희동1가)",기타,,기타,RESTAURANT
4853,97.7화씨,"서울특별시 중구 난계로15길 41-7, 지하1층 (황학동)",기타,"음식점>카페,디저트",카페,CAFE
4860,공간갑,"서울특별시 중구 수표로 48-8, 1~2층 (을지로3가)",기타,"음식점>카페,디저트",카페,CAFE
4883,르셰프블루코리아(Le Chef Bleu Korea),"서울특별시 중구 청파로 435-10, 1,2층 (중림동)",기타,,기타,RESTAURANT
4915,프롱,"서울특별시 중구 마장로 66, 성은빌딩 2층 (흥인동)",기타,"직업,기술교육>바리스타",술집/바,PUB
4932,파인즈,"서울특별시 중구 명동길 73, 지하1층 106호 (명동1가)",기타,"카페,디저트>카페",카페,CAFE
4942,두릅,"서울특별시 중구 동호로 329, 1층 (오장동)",기타,음식점>양식,양식,RESTAURANT
4943,코너숍(CORNERSHOP),"서울특별시 중구 을지로12길 15, 1~2층 (을지로3가)",기타,술집>요리주점,술집/바,PUB
4986,알렉스룸,"서울특별시 중구 을지로18길 8, 2층 (을지로3가)",기타,"음식점>카페,디저트",카페,CAFE
4999,원써드,"서울특별시 중구 마장로15길 16, 1층 (황학동)",기타,"음식점>카페,디저트",카페,CAFE
5004,라까예(La Calle),"서울특별시 중구 퇴계로85길 42, 1층 (황학동)",기타,"음식점>멕시코,남미음식",한식,RESTAURANT
5041,오아시스(OASIS),"서울특별시 중구 청계천로 400, 메가몰동 1165,1166호 (황학동, 롯데캐슬베네치아)",기타,"생활,편의>자동차정비,수리",카페,CAFE
5043,아리가또,"서울특별시 중구 다산로39길 19, 1층 (무학동)",기타,술집>포장마차,카페,CAFE
5044,무신사 스튜디오 동대문점,"서울특별시 중구 장충단로13길 20, 현대시티아울렛 13층 (을지로6가)",기타,"서비스,산업>임대업",기타,RESTAURANT
5069,마이초이스,"서울특별시 중구 정동길 6, 2층 (정동)",기타,"가구,인테리어>인테리어소품",기타,RESTAURANT
5072,디폴트,"서울특별시 구로구 구로중앙로21길 50, 1층 (구로동)",기타,"음식점>카페,디저트",카페,CAFE
5136,이에즈,"서울특별시 중구 다산로34길 35, 지층 (신당동)",기타,"음식점>카페,디저트",카페,CAFE
5141,누리담,"서울특별시 중구 퇴계로81길 10, 1층 (황학동)",기타,술집>이자카야,술집/바,PUB
5182,재즈레터,"서울특별시 중구 퇴계로 220, 지하1층 (충무로4가)",기타,술집>바(BAR),술집/바,PUB
5226,베지리오,"서울특별시 중구 다산로15길 16, 지층 (신당동)",기타,,기타,RESTAURANT
5233,공사공삼(0403),"서울특별시 중구 퇴계로44길 28, 지하1층 (필동2가)",기타,"음식점>카페,디저트",카페,CAFE
5245,높(NOF),"서울특별시 중구 퇴계로87길 15, 2층 (황학동)",기타,,기타,RESTAURANT
5262,위트앤미트 서울역점,"서울특별시 중구 세종대로 14, 그랜드센트럴(GRAND CENTRAL) 지1층 B106호 (남대문로5가)",기타,음식점>햄버거,양식,RESTAURANT
5268,아스론가(Ars Longa),"서울특별시 중구 동호로34길 18, 3층 (광희동1가)",기타,음식점>양식,양식,RESTAURANT
5275,ㅁㄷㄹ,"서울특별시 중구 동호로11길 43, 1층 105호 (신당동)",기타,,기타,RESTAURANT
5302,방해받지않는곳,"서울특별시 중구 퇴계로41길 36, 3층 (인현동2가)",기타,음식점>술집,술집/바,PUB
5323,해온,"서울특별시 중구 수표로 22-3, 1층 (저동2가)",기타,음식점>한식,한식,RESTAURANT
5325,금강F&B 그래유,"서울특별시 중구 퇴계로 370-1, 1,2층 (신당동)",기타,,기타,RESTAURANT
5330,루미 스튜디오,"서울특별시 중구 명동8가길 19, 3층 (충무로2가)",기타,,기타,RESTAURANT
5353,요안나,"서울특별시 중구 퇴계로83길 9-14, 2층 (황학동)",기타,술집>와인,술집/바,PUB
5380,수을,"서울특별시 중구 남대문로1길 46, 1층 (북창동)",기타,술집>바(BAR),술집/바,PUB
5396,픽앤고(pick&go),"서울특별시 중구 창경궁로 20, 2층 (예관동)",기타,,기타,RESTAURANT
5398,샌드파이퍼,"서울특별시 중구 청구로 118, 1층 (신당동)",기타,,기타,RESTAURANT
5403,신당계,"서울특별시 중구 다산로46길 36, 지하1층 (황학동)",기타,,기타,RESTAURANT
5443,히든젬(Hidden Gem),"서울특별시 중구 소공로6길 28, 소공상가 1층 (남산동2가)",기타,"카페,디저트>초콜릿전문점",카페,CAFE
5447,묘수 신당,"서울특별시 중구 퇴계로78길 16, 2층 (신당동)",기타,"음식점>일식>초밥,롤",일식,RESTAURANT
5458,헤베 스튜디오,"서울특별시 중구 필동로 32, 낙원빌딩 3층 301호 (필동2가)",기타,,기타,RESTAURANT
5460,보틀코드,"서울특별시 중구 청파로 463-29, 1층 (중림동)",기타,술집>바(BAR),술집/바,PUB
5463,가배시그니처,"서울특별시 중구 소공로 66, 영화빌딩 101호 (충무로1가)",기타,,기타,RESTAURANT
5525,로터스 협동조합,"서울특별시 종로구 율곡로1길 64, 1층 (사간동)",기타,,기타,RESTAURANT
5532,한남타츠,"서울특별시 용산구 한남대로20길 37, 1층 (한남동)",기타,술집>이자카야,술집/바,PUB
5558,이촌브리오슈,"서울특별시 용산구 이촌로 182, 1층 106호 (이촌동)",기타,"카페,디저트>베이커리",아시아음식,RESTAURANT
5578,에스파쎄 프랑세(ESPACE FRANCAIS),"서울특별시 용산구 대사관로11길 9-9, 지하1,지상1층 (한남동)",기타,음식점>프랑스음식,양식,RESTAURANT
5588,샐러브리(Salevery),"서울특별시 용산구 청파로45길 32, 지1층 B01호 (청파동2가)",기타,"도시락,컵밥>다이어트,샐러드",양식,RESTAURANT
5595,온더램프,"서울특별시 용산구 대사관로19길 7, 1층 101호 (한남동)",기타,"음식점>카페,디저트",카페,CAFE
5617,알마냑카스타레드서울(ArmagnacCastarede Seoul),"서울특별시 용산구 대사관로31길 16, 지1층 (한남동)",기타,,기타,RESTAURANT
5622,마우카,"서울특별시 용산구 신흥로20길 39, 1,2,3층 (후암동)",기타,"음식점>카페,디저트",카페,CAFE
5632,그린코너(Green Corner),"서울특별시 용산구 한강대로11길 26, 1층 (한강로3가)",기타,"음식점>카페,디저트",카페,CAFE
5725,유니온,"서울특별시 용산구 보광로59길 29, 2층 (이태원동)",기타,술집>바(BAR),술집/바,PUB
5727,담쟁이,"서울특별시 용산구 한강대로76길 11-8 (남영동,(지상1층))",기타,한식>닭요리,치킨,RESTAURANT
5776,달리,"서울특별시 용산구 한강대로62다길 42, 국방부 서문위병시설 지1층 (용산동3가)",기타,"음식점>카페,디저트",카페,CAFE
5783,애플,"서울특별시 용산구 우사단로 34 (이태원동, 137-56 지상1층)",기타,"쇼핑,유통>휴대폰",기타,RESTAURANT
5842,젠트레이디(GENTLADY),"서울특별시 용산구 후암로 2 (후암동,(지상1층))",기타,"카페,디저트>카페",카페,CAFE
5850,한강나루,"서울특별시 용산구 서빙고로91나길 86 (동빙고동, 지하1층)",기타,음식점>한식,한식,RESTAURANT
5866,제노비아(zenovia),"서울특별시 용산구 청파로 269 (청파동3가, 60 지상1층)",기타,"쇼핑,유통>퀼트",기타,RESTAURANT
5867,청담,서울특별시 용산구 이촌로 303 (이촌동),기타,미용>미용실,기타,RESTAURANT
5877,알밤(ALBAM),"서울특별시 용산구 이태원로54길 47 (한남동, 684-101 지상1층)",기타,"카페,디저트>카페",카페,CAFE
5912,왕이모,"서울특별시 용산구 원효로 214-2 (원효로2가, 2-18 청운빌딩 지상2층)",기타,음식점>한식,한식,RESTAURANT
5942,샌드잇냠(sand eat yum)?,"서울특별시 관악구 조원로2길 47, 1층 109호 (신림동)",기타,양식>샌드위치,패스트푸드,RESTAURANT
5984,엘마레(L.mare),"서울특별시 용산구 청파로 301-1 (청파동2가,(지상1층))",기타,"카페,디저트>카페",카페,CAFE
5988,창수린,"서울특별시 용산구 두텁바위로 55 (후암동, 194-15 지상1층)",기타,음식점>태국음식,아시아음식,RESTAURANT
5991,라리에또,"서울특별시 용산구 청파로47나길 13 (청파동2가,(지상2층))",기타,음식점>이탈리아음식,양식,RESTAURANT
6031,투다리,"서울특별시 용산구 한강대로 205 (한강로1가,용산파크자이상가C14호)",기타,"술집>오뎅,꼬치",술집/바,PUB
6065,우태원,"서울특별시 용산구 보광로59길 7 (이태원동, 130-4 지상2층)",기타,술집>요리주점,술집/바,PUB
6076,까르페디엠,"서울특별시 용산구 한강대로38길 11-8 (한강로2가,(지상1층))",기타,"술집>맥주,호프",술집/바,PUB
